sender,recipient,date,end date
"Sowerby, James","Henslow, J. S.",1820-04-24,1820-04-24
"Sowerby, James","Henslow, J. S.",1820-04-24,1820-04-24
"Sowerby, James","Henslow, J. S.",1820-04-24,1820-04-24
"Sowerby, James","Henslow, J. S.",1820-04-24,1820-04-24
"Sowerby, James","Henslow, J. S.",1820-04-24,1820-04-24
"Henslow, J. S.","Dale, J. C.",1820-11-28,1820-11-28
"Henslow, J. S.","Dale, J. C.",1820-11-28,1820-11-28
"Henslow, J. S.","Geological Society, Editor",1821-05-31,1821-05-31
"Henslow, J. S.","Geological Society, Editor",1821-05-31,1821-05-31
"Clarke, E. D.","Henslow, J. S.",1821-11-15,1821-11-15
"Henslow, J. S.","Jenyns, Leonard",1822-12-16,1822-12-16
"Henslow, J. S.","Jenyns, Leonard",1822-12-16,1822-12-16
"Henslow, J. S.","Jenyns, Leonard",1822-12-16,1822-12-16
"Henslow, J. S.","Jenyns, Leonard",1822-12-16,1822-12-16
"Henslow, J. S.","Jenyns, Leonard",1822-12-16,1822-12-16
"Henslow, J. S.","Jenyns, Leonard",1822-12-16,1822-12-16
"Henslow, J. S.","Jenyns, Leonard",1822-12-16,1822-12-16
"Henslow, J. S.","Jenyns, Leonard",1823-01-07,1823-01-07
"Henslow, J. S.","Jenyns, Leonard",1823-04-02,1823-04-02
"Henslow, J. S.","Jenyns, Leonard",1823-04-08,1823-04-08
"Harrison, George","Henslow, J. S.",1823-04-19,1823-04-19
"Twopeny, Richard","Henslow, J. S.",1823-06-15,1823-06-15
"Henslow, J. S.","Winch, N. J.",1823-10-21,1823-10-21
"Henslow, J. S.","Winch, N. J.",1823-10-21,1823-10-21
"Henslow, J. S.","Winch, N. J.",1823-10-21,1823-10-21
"Henslow, J. S.","Winch, N. J.",1823-10-21,1823-10-21
"Henslow, J. S.","Winch, N. J.",1823-10-21,1823-10-21
"Huntley, Revd J. T.","Henslow, J. S.",1824-02-18,1824-02-18
"Huntley, Revd J. T.","Henslow, J. S.",1824-02-18,1824-02-18
"Huntley, Revd J. T.","Henslow, J. S.",1824-02-18,1824-02-18
"Huntley, Revd J. T.","Henslow, J. S.",1824-02-18,1824-02-18
"Huntley, Revd J. T.","Henslow, J. S.",1824-02-18,1824-02-18
"Huntley, Revd J. T.","Henslow, J. S.",1824-02-18,1824-02-18
"Radius, Justus","Henslow, J. S.",1824-05-28,1824-05-28
"Radius, Justus","Henslow, J. S.",1824-05-28,1824-05-28
"Radius, Justus","Henslow, J. S.",1824-05-28,1824-05-28
"Radius, Justus","Henslow, J. S.",1824-05-28,1824-05-28
"Stephens, J. F.","Henslow, J. S.",1824-07-22,1824-07-22
"Jenyns, Leonard","Henslow, J. S.",1824-07-26,1824-07-26
"Jenyns, Leonard","Henslow, J. S.",1824-07-26,1824-07-26
"Jenyns, Leonard","Henslow, J. S.",1824-07-26,1824-07-26
"Jenyns, Leonard","Henslow, J. S.",1824-07-26,1824-07-26
"Jenyns, Leonard","Henslow, J. S.",1824-07-26,1824-07-26
"Jenyns, Leonard","Henslow, J. S.",1824-07-26,1824-07-26
"Jenyns, Leonard","Henslow, J. S.",1824-07-26,1824-07-26
"Jenyns, Leonard","Henslow, J. S.",1824-07-26,1824-07-26
"Henslow, J. S.","Dale, J. C.",1824-12-30,1824-12-30
"Henslow, J. S.","Dale, J. C.",1825-01-23,1825-01-23
"Radius, Justus","Henslow, J. S.",1825-03-15,1825-03-15
"Radius, Justus","Henslow, J. S.",1825-03-15,1825-03-15
"Curtis, John","Henslow, J. S.",1825-04-03,1825-04-03
"Curtis, John","Henslow, J. S.",1825-04-03,1825-04-03
"Curtis, John","Henslow, J. S.",1825-04-03,1825-04-03
"Kirby, William","Henslow, J. S.",1825-06-22,1825-06-22
"Henslow, J. S.",Unknown,1825-07-13,1825-07-13
"Radius, Justus","Henslow, J. S.",1825-09-15,1825-09-15
"Radius, Justus","Henslow, J. S.",1825-09-15,1825-09-15
"Radius, Justus","Henslow, J. S.",1825-09-15,1825-09-15
"Radius, Justus","Henslow, J. S.",1825-09-15,1825-09-15
"Radius, Justus","Henslow, J. S.",1825-09-15,1825-09-15
"Radius, Justus","Henslow, J. S.",1825-09-15,1825-09-15
"Radius, Justus","Henslow, J. S.",1825-09-15,1825-09-15
"Radius, Justus","Henslow, J. S.",1825-09-15,1825-09-15
"Radius, Justus","Henslow, J. S.",1825-09-15,1825-09-15
"Robarts, John","Henslow, J. S.",1825-10-15,1825-10-15
"Robarts, John","Henslow, J. S.",1825-10-15,1825-10-15
"Robarts, John","Henslow, J. S.",1825-10-15,1825-10-15
"Twopeny, Richard","Henslow, J. S.",1825-11-16,1825-11-16
"Henslow, J. S.","Winch, N. J.",1825-12-09,1825-12-09
"Henslow, J. S.","Winch, N. J.",1825-12-09,1825-12-09
"Henslow, J. S.","Winch, N. J.",1825-12-09,1825-12-09
"Henslow, J. S.","Winch, N. J.",1825-12-09,1825-12-09
"Henslow, J. S.","Winch, N. J.",1825-12-09,1825-12-09
"Henslow, J. S.","Winch, N. J.",1825-12-09,1825-12-09
"Henslow, J. S.","Winch, N. J.",1825-12-09,1825-12-09
"Henslow, J. S.","Winch, N. J.",1825-12-09,1825-12-09
"Henslow, J. S.","Winch, N. J.",1825-12-09,1825-12-09
"Henslow, J. S.","Winch, N. J.",1825-12-09,1825-12-09
"Henslow, J. S.","Dale, J. C.",1825-12-10,1825-12-10
"Calvert, Fred","Henslow, J. S.",1825-12-10,1825-12-10
"Brougham, W.","Henslow, J. S.",1825-12-20,1825-12-20
"Brougham, W.","Henslow, J. S.",1825-12-20,1825-12-20
"Brougham, W.","Henslow, J. S.",1825-12-20,1825-12-20
"Brougham, W.","Henslow, J. S.",1825-12-20,1825-12-20
"Brougham, W.","Henslow, J. S.",1825-12-20,1825-12-20
"Loxdale, James","Henslow, J. S.",1825-12-26,1825-12-26
"Loxdale, James","Henslow, J. S.",1825-12-26,1825-12-26
"Winch, N. J.","Henslow, J. S.",1825-12-30,1825-12-30
"Winch, N. J.","Henslow, J. S.",1825-12-30,1825-12-30
"Winch, N. J.","Henslow, J. S.",1825-12-30,1825-12-30
"Winch, N. J.","Henslow, J. S.",1825-12-30,1825-12-30
"Winch, N. J.","Henslow, J. S.",1825-12-30,1825-12-30
"Winch, N. J.","Henslow, J. S.",1825-12-30,1825-12-30
"Palmerston, Lord","Henslow, J. S.",1825-12-30,1825-12-30
"Winch, N. J.","Henslow, J. S.",1825-12-30,1825-12-30
"Palmerston, Lord","Henslow, J. S.",1825-12-31,1825-12-31
"Margetts, W.","Henslow, J. S.",1826-01-05,1826-01-05
"Margetts, W.","Henslow, J. S.",1826-01-05,1826-01-05
"Russell, Whitworth","Henslow, J. S.",1826-01-06,1826-01-06
"Russell, Whitworth","Henslow, J. S.",1826-01-06,1826-01-06
"Russell, Whitworth","Henslow, J. S.",1826-01-06,1826-01-06
"Calvert, Fred","Henslow, J. S.",1826-01-06,1826-01-06
"Calvert, Fred","Henslow, J. S.",1826-01-06,1826-01-06
"Calvert, Fred","Henslow, J. S.",1826-01-06,1826-01-06
"Russell, Whitworth","Henslow, J. S.",1826-01-06,1826-01-06
"Clive, W.","Henslow, J. S.",1826-01-07,1826-01-07
"Hildyard, R. C.","Henslow, J. S.",1826-01-09,1826-01-09
"Carrighan, A.","Henslow, J. S.",1826-01-14,1826-01-14
"Palmerston, Lord","Henslow, J. S.",1826-01-14,1826-01-14
"Carrighan, A.","Henslow, J. S.",1826-01-14,1826-01-14
"Carrighan, A.","Henslow, J. S.",1826-01-14,1826-01-14
"Carrighan, A.","Henslow, J. S.",1826-01-14,1826-01-14
"Carrighan, A.","Henslow, J. S.",1826-01-16,1826-01-16
"Whitbread, John","Henslow, J. S.",1826-01-16,1826-01-16
"Palmerston, Lord","Henslow, J. S.",1826-01-16,1826-01-16
"Palmerston, Lord","Henslow, J. S.",1826-01-16,1826-01-16
"Carrighan, A.","Henslow, J. S.",1826-01-16,1826-01-16
"Carrighan, A.","Henslow, J. S.",1826-01-16,1826-01-16
"Carrighan, A.","Henslow, J. S.",1826-01-16,1826-01-16
"Carrighan, A.","Henslow, J. S.",1826-01-16,1826-01-16
"Carrighan, A.","Henslow, J. S.",1826-01-16,1826-01-16
"Carrighan, A.","Henslow, J. S.",1826-01-16,1826-01-16
"Carrighan, A.","Henslow, J. S.",1826-01-16,1826-01-16
"Palmerston, Lord","Henslow, J. S.",1826-01-16,1826-01-16
"Carrighan, A.","Henslow, J. S.",1826-01-17,1826-01-17
"Carrighan, A.","Henslow, J. S.",1826-01-17,1826-01-17
"Jenyns, C.","Henslow, J. S.",1826-01-18,1826-01-18
"Sulivan, L.","Henslow, J. S.",1826-01-18,1826-01-18
"Carrighan, A.","Henslow, J. S.",1826-01-18,1826-01-18
"Henson, F.","Henslow, J. S.",1826-01-19,1826-01-19
"Henson, F.","Henslow, J. S.",1826-01-19,1826-01-19
"Clive, W.","Henslow, J. S.",1826-01-20,1826-01-20
"Tasker, H.","Henslow, J. S.",1826-01-20,1826-01-20
"Clive, W.","Henslow, J. S.",1826-01-20,1826-01-20
"Jenyns, C.","Henslow, J. S.",1826-01-20,1826-01-20
"Jenyns, C.","Henslow, J. S.",1826-01-20,1826-01-20
"Carrighan, A.","Henslow, J. S.",1826-01-20,1826-01-20
"Palmerston, Lord","Henslow, J. S.",1826-01-20,1826-01-20
"Carrighan, A.","Henslow, J. S.",1826-01-21,1826-01-21
"Carrighan, A.","Henslow, J. S.",1826-01-21,1826-01-21
"Carrighan, A.","Henslow, J. S.",1826-01-21,1826-01-21
"Carrighan, A.","Henslow, J. S.",1826-01-24,1826-01-24
"Wood, J.","Henslow, J. S.",1826-01-25,1826-01-25
"Palmerston, Lord","Henslow, J. S.",1826-01-25,1826-01-25
"Croft, J.","Henslow, J. S.",1826-01-27,1826-01-27
"Stapleton, J. H.","Henslow, J. S.",1826-01-28,1826-01-28
"Sulivan, L.","Henslow, J. S.",1826-01-28,1826-01-28
"Stapleton, J. H.","Henslow, J. S.",1826-01-28,1826-01-28
"Stapleton, J. H.","Henslow, J. S.",1826-01-28,1826-01-28
"Stapleton, J. H.","Henslow, J. S.",1826-01-28,1826-01-28
"Stapleton, J. H.","Henslow, J. S.",1826-01-28,1826-01-28
"Stapleton, J. H.","Henslow, J. S.",1826-01-28,1826-01-28
"Stapleton, J. H.","Henslow, J. S.",1826-01-28,1826-01-28
"Stapleton, J. H.","Henslow, J. S.",1826-01-28,1826-01-28
"Wood, J.","Henslow, J. S.",1826-01-29,1826-01-29
"Carrighan, A.","Henslow, J. S.",1826-01-29,1826-01-29
"Carrighan, A.","Henslow, J. S.",1826-01-29,1826-01-29
"Wood, J.","Henslow, J. S.",1826-01-31,1826-01-31
"Sulivan, L.","Henslow, J. S.",1826-02-01,1826-02-01
"Lamb, J.","Henslow, J. S.",1826-02-01,1826-02-01
"Wood, J.","Henslow, J. S.",1826-02-02,1826-02-02
"Sulivan, L.","Henslow, J. S.",1826-02-03,1826-02-03
"Sulivan, L.","Henslow, J. S.",1826-02-03,1826-02-03
"Hutton, W. H.","Henslow, J. S.",1826-02-03,1826-02-03
"Hutton, W. H.","Henslow, J. S.",1826-02-03,1826-02-03
"Hutton, W. H.","Henslow, J. S.",1826-02-03,1826-02-03
"Hutton, W. H.","Henslow, J. S.",1826-02-03,1826-02-03
"Hutton, W. H.","Henslow, J. S.",1826-02-03,1826-02-03
"Wood, J.","Henslow, J. S.",1826-02-04,1826-02-04
"Wood, J.","Henslow, J. S.",1826-02-04,1826-02-04
"Palmerston, Lord","Henslow, J. S.",1826-02-06,1826-02-06
"Palmerston, Lord","Henslow, J. S.",1826-02-06,1826-02-06
"Wood, J.","Henslow, J. S.",1826-02-09,1826-02-09
"Carrighan, A.","Henslow, J. S.",1826-02-14,1826-02-14
"Henson, F.","Henslow, J. S.",1826-02-15,1826-02-15
"Henson, F.","Henslow, J. S.",1826-02-15,1826-02-15
"Elliot, H. V.","Henslow, J. S.",1826-02-16,1826-02-16
"Wood, J.","Henslow, J. S.",1826-02-16,1826-02-16
"Wood, J.","Henslow, J. S.",1826-02-16,1826-02-16
"Hornbuckle, T.","Henslow, J. S.",1826-02-17,1826-02-17
"Dale, J. C.","Henslow, J. S.",1826-02-20,1826-02-20
"Dale, J. C.","Henslow, J. S.",1826-02-20,1826-02-20
"Dale, J. C.","Henslow, J. S.",1826-02-20,1826-02-20
"Dale, J. C.","Henslow, J. S.",1826-02-20,1826-02-20
"Dale, J. C.","Henslow, J. S.",1826-02-20,1826-02-20
"Dale, J. C.","Henslow, J. S.",1826-02-20,1826-02-20
"Henslow, J. S.","Dale, J. C.",1826-02-26,1826-02-26
"Palmerston, Lord","Henslow, J. S.",1826-03-01,1826-03-01
"Allen, J. T.","Henslow, J. S.",1826-03-07,1826-03-07
"Wood, J.","Henslow, J. S.",1826-03-08,1826-03-08
"Wood, J.","Henslow, J. S.",1826-03-08,1826-03-08
"Palmerston, Lord","Henslow, J. S.",1826-03-10,1826-03-10
"Spencer, W. P.","Henslow, J. S.",1826-03-11,1826-03-11
"Spencer, W. P.","Henslow, J. S.",1826-03-11,1826-03-11
"Palmerston, Lord","Henslow, J. S.",1826-05-02,1826-05-02
"Sulivan, L.","Henslow, J. S.",1826-05-17,1826-05-17
"Henslow, J. S.","Wilson, William",1826-05-20,1826-05-20
"Palmerston, Lord","Henslow, J. S.",1826-05-28,1826-05-28
"Ratliff, W.","Henslow, J. S.",1826-05-30,1826-05-30
"Ratliff, W.","Henslow, J. S.",1826-05-30,1826-05-30
"Petts, J.","Henslow, J. S.",1826-05-30,1826-05-30
"Petts, J.","Henslow, J. S.",1826-05-30,1826-05-30
"Howson, J.","Henslow, J. S.",1826-05-30,1826-05-30
"Howson, J.","Henslow, J. S.",1826-05-30,1826-05-30
"Rance, M.","Henslow, J. S.",1826-05-30,1826-05-30
"Edwards, O. H.","Henslow, J. S.",1826-05-31,1826-05-31
"Warsop, J.","Henslow, J. S.",1826-05-31,1826-05-31
"Warsop, J.","Henslow, J. S.",1826-05-31,1826-05-31
"Howson, J.","Henslow, J. S.",1826-06-01,1826-06-01
"Howson, J.","Henslow, J. S.",1826-06-01,1826-06-01
"Howson, J.","Henslow, J. S.",1826-06-01,1826-06-01
"Petts, J.","Henslow, J. S.",1826-06-02,1826-06-02
"Petts, J.","Henslow, J. S.",1826-06-02,1826-06-02
"Petts, J.","Henslow, J. S.",1826-06-02,1826-06-02
"Petts, J.","Henslow, J. S.",1826-06-02,1826-06-02
"Sulivan, L.","Henslow, J. S.",1826-06-03,1826-06-03
"Palmerston, Lord","Henslow, J. S.",1826-06-03,1826-06-03
"Russell, Whitworth","Henslow, J. S.",1826-06-04,1826-06-04
"Russell, Whitworth","Henslow, J. S.",1826-06-04,1826-06-04
"Proctor, J.","Henslow, J. S.",1826-06-06,1826-06-06
"Croft, J.","Henslow, J. S.",1826-06-08,1826-06-08
"Palmerston, Lord","Henslow, J. S.",1826-06-08,1826-06-08
"Smith, J.","Henslow, J. S.",1826-06-08,1826-06-08
"Sulivan, L.","Henslow, J. S.",1826-06-10,1826-06-10
"Musgrave, T.","Henslow, J. S.",1826-06-10,1826-06-10
"Musgrave, T.","Henslow, J. S.",1826-06-10,1826-06-10
"Burch, J.","Henslow, J. S.",1826-06-10,1826-06-10
"Burch, J.","Henslow, J. S.",1826-06-10,1826-06-10
"Brand, J.","Henslow, J. S.",1826-06-16,1826-06-16
"Brand, J.","Henslow, J. S.",1826-06-16,1826-06-16
"Loyd, S.","Henslow, J. S.",1826-06-19,1826-06-19
"Henslow, J. S.","Winch, N. J.",1826-06-30,1826-06-30
"Henslow, J. S.","Winch, N. J.",1826-06-30,1826-06-30
"Wood, J.","Henslow, J. S.",1826-07-02,1826-07-02
"Thackeray, George","Henslow, J. S.",1826-07-02,1826-07-02
"Thackeray, George","Henslow, J. S.",1826-07-02,1826-07-02
"Hustler, W.","Henslow, J. S.",1826-07-02,1826-07-02
"Vince, S. B.","Henslow, J. S.",1826-07-02,1826-07-02
"Tasker, H.","Henslow, J. S.",1826-07-02,1826-07-02
"Vince, S. B.","Henslow, J. S.",1826-07-02,1826-07-02
"Palmerston, Lord","Henslow, J. S.",1826-07-02,1826-07-02
"Ramsay, Marmaduke","Henslow, J. S.",1826-07-02,1826-07-02
"Ramsay, Marmaduke","Henslow, J. S.",1826-07-02,1826-07-02
"Thackeray, George","Henslow, J. S.",1826-07-02,1826-07-02
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Wilson, William","Henslow, J. S.",1826-07-18,1826-07-18
"Hawkinson, R. E.","Henslow, J. S.",1826-08-02,1826-08-02
"Hawkinson, R. E.","Henslow, J. S.",1826-08-02,1826-08-02
"Henslow, J. S.","Talbot, William Henry Fox",1826-08-16,1826-08-16
"Swainson, William","Henslow, J. S.",1826-09-15,1826-09-15
"Henslow, J. S.","Jenyns, Leonard",1826-10-04,1826-10-04
"Henslow, J. S.","Jenyns, Leonard",1826-10-04,1826-10-04
"Winch, N. J.","Henslow, J. S.",1826-10-20,1826-10-20
"Winch, N. J.","Henslow, J. S.",1826-10-20,1826-10-20
"Winch, N. J.","Henslow, J. S.",1826-10-20,1826-10-20
"Graham, Robert","Henslow, J. S.",1826-11-03,1826-11-03
"Graham, Robert","Henslow, J. S.",1826-11-03,1826-11-03
"Graham, Robert","Henslow, J. S.",1826-11-03,1826-11-03
"Graham, Robert","Henslow, J. S.",1826-11-03,1826-11-03
"Graham, Robert","Henslow, J. S.",1826-11-03,1826-11-03
"Graham, Robert","Henslow, J. S.",1826-11-03,1826-11-03
"Greville, R. K.","Henslow, J. S.",1827-01-05,1827-01-05
"Greville, R. K.","Henslow, J. S.",1827-01-05,1827-01-05
"Greville, R. K.","Henslow, J. S.",1827-01-05,1827-01-05
"Greville, R. K.","Henslow, J. S.",1827-01-05,1827-01-05
"Greville, R. K.","Henslow, J. S.",1827-01-05,1827-01-05
"Greville, R. K.","Henslow, J. S.",1827-01-05,1827-01-05
"Greville, R. K.","Henslow, J. S.",1827-01-05,1827-01-05
"Greville, R. K.","Henslow, J. S.",1827-01-05,1827-01-05
"Greville, R. K.","Henslow, J. S.",1827-01-05,1827-01-05
"Greville, R. K.","Henslow, J. S.",1827-01-05,1827-01-05
"Greville, R. K.","Henslow, J. S.",1827-01-23,1827-01-23
"Greville, R. K.","Henslow, J. S.",1827-01-23,1827-01-23
"Greville, R. K.","Henslow, J. S.",1827-01-23,1827-01-23
"Greville, R. K.","Henslow, J. S.",1827-01-23,1827-01-23
"Graham, Robert","Henslow, J. S.",1827-03-06,1827-03-06
"Lowe, R. T.","Henslow, J. S.",1827-03-26,1827-03-26
"Hooker, William Jackson","Henslow, J. S.",1827-04-14,1827-04-14
"Hooker, William Jackson","Henslow, J. S.",1827-04-14,1827-04-14
"Hooker, William Jackson","Henslow, J. S.",1827-04-14,1827-04-14
"Hooker, William Jackson","Henslow, J. S.",1827-04-14,1827-04-14
"Hooker, William Jackson","Henslow, J. S.",1827-04-14,1827-04-14
"Hooker, William Jackson","Henslow, J. S.",1827-04-14,1827-04-14
"Hooker, William Jackson","Henslow, J. S.",1827-04-14,1827-04-14
"Hooker, William Jackson","Henslow, J. S.",1827-04-14,1827-04-14
"Henslow, J. S.","Wilson, William",1827-04-17,1827-04-17
"Henslow, J. S.","Winch, N. J.",1827-04-21,1827-04-21
"Greville, R. K.","Henslow, J. S.",1827-04-30,1827-04-30
"Greville, R. K.","Henslow, J. S.",1827-04-30,1827-04-30
"Greville, R. K.","Henslow, J. S.",1827-04-30,1827-04-30
"Greville, R. K.","Henslow, J. S.",1827-04-30,1827-04-30
"Greville, R. K.","Henslow, J. S.",1827-04-30,1827-04-30
"Greville, R. K.","Henslow, J. S.",1827-04-30,1827-04-30
"Leach, W. E.","Henslow, J. S.",1827-05-31,1827-05-31
"Henslow, J. S.","Jenyns, Leonard",1827-09-01,1827-09-01
"Lowe, R. T.","Henslow, J. S.",1827-10-30,1827-10-30
"Lowe, R. T.","Henslow, J. S.",1827-10-30,1827-10-30
"Lowe, R. T.","Henslow, J. S.",1827-10-30,1827-10-30
"Lowe, R. T.","Henslow, J. S.",1827-10-30,1827-10-30
"Lowe, R. T.","Henslow, J. S.",1827-10-30,1827-10-30
"Greville, R. K.","Henslow, J. S.",1827-11-04,1827-11-04
"Greville, R. K.","Henslow, J. S.",1827-11-04,1827-11-04
"Greville, R. K.","Henslow, J. S.",1827-11-04,1827-11-04
"Greville, R. K.","Henslow, J. S.",1827-11-04,1827-11-04
"Greville, R. K.","Henslow, J. S.",1827-11-04,1827-11-04
"Greville, R. K.","Henslow, J. S.",1827-11-04,1827-11-04
"Greville, R. K.","Henslow, J. S.",1827-11-04,1827-11-04
"Greville, R. K.","Henslow, J. S.",1827-11-04,1827-11-04
"Greville, R. K.","Henslow, J. S.",1827-11-04,1827-11-04
"Greville, R. K.","Henslow, J. S.",1827-11-04,1827-11-04
"Goodall, Dr J.","Henslow, J. S.",1827-11-07,1827-11-07
"Wilson, Edward","Henslow, J. S.",1827-11-07,1827-11-07
"Wilson, Edward","Henslow, J. S.",1827-11-07,1827-11-07
"Wilson, Edward","Henslow, J. S.",1827-11-07,1827-11-07
"Wilson, Edward","Henslow, J. S.",1827-11-07,1827-11-07
"Wilson, Edward","Henslow, J. S.",1827-11-07,1827-11-07
"Wilson, Edward","Henslow, J. S.",1827-11-07,1827-11-07
"Wilson, Edward","Henslow, J. S.",1827-11-07,1827-11-07
"Wilson, Edward","Henslow, J. S.",1827-11-07,1827-11-07
"Wilson, Edward","Henslow, J. S.",1827-11-07,1827-11-07
"Peete, William","Henslow, J. S.",1827-12-31,1827-12-31
"Peete, William","Henslow, J. S.",1827-12-31,1827-12-31
"Peete, William","Henslow, J. S.",1827-12-31,1827-12-31
"Henslow, J. S.","Dale, J. C.",1828-01-10,1828-01-10
"Graham, Robert","Henslow, J. S.",1828-01-26,1828-01-26
"Graham, Robert","Henslow, J. S.",1828-01-26,1828-01-26
"Graham, Robert","Henslow, J. S.",1828-01-26,1828-01-26
"Graham, Robert","Henslow, J. S.",1828-01-26,1828-01-26
"Henslow, J. S.","Jenyns, Leonard",1828-03-06,1828-03-06
"Henslow, J. S.","Jenyns, Leonard",1828-03-06,1828-03-06
"Braybrooke, Lord","Henslow, J. S.",1828-03-20,1828-03-20
"Braybrooke, Lord","Henslow, J. S.",1828-03-20,1828-03-20
"Henslow, J. S.","Brown, Robert",1828-04-11,1828-04-11
"Hooker, William Jackson","Henslow, J. S.",1828-04-22,1828-04-22
"Hooker, William Jackson","Henslow, J. S.",1828-04-22,1828-04-22
"Hooker, William Jackson","Henslow, J. S.",1828-04-22,1828-04-22
"Hooker, William Jackson","Henslow, J. S.",1828-04-22,1828-04-22
"Hooker, William Jackson","Henslow, J. S.",1828-04-22,1828-04-22
"Leefe, J. E.","Henslow, J. S.",1828-05-05,1828-05-05
"Leefe, J. E.","Henslow, J. S.",1828-05-05,1828-05-05
"Leefe, J. E.","Henslow, J. S.",1828-05-05,1828-05-05
"Leefe, J. E.","Henslow, J. S.",1828-05-05,1828-05-05
"Hunneman, J.","Henslow, J. S.",1828-05-22,1828-05-22
"Hunneman, J.","Henslow, J. S.",1828-05-22,1828-05-22
